Yes.	Ja.
second	tweede
-	-
earth.	aarde.
earth.	aarde
cloud	wolk
bring	breng
air,	lucht
air,	lucht,
blocking	blokkeert
sun.	zon
sun.	zon.
fire	vuur
balls	ballen
across	de
across	over
face	gezicht
air	de
air	lucht
became	werd
with	met
poisonous	giftige
gases	gassen
Nearly	Bijna
half	helft
half	halve
half	half
forms	formulieren
forms	levensvormen
forms	vormen
perished	zijn
including	inclusief
including	ook
only	maar
only	enige
only	alleen
piece	stuk
piece	stukje
story	verhaal
proof	bewijs
was...	was
was...	was...
If	Als
big	grote
big	groot
said	zei
said	dat
was,	was
was,	was,
then	dan
then	en
must	moeten
must	moet
large	groot
large	grote
crater.	krater.
Finally	Eindelijk
just	net
just	gewoon
be	zijn.
old	ouwe
old	oud
old	oude
crater	krater
hole	gat
buried	begraven.
buried	begraven
under	onder
thick	dik
thick	dikke
Gulf	Golf
Gulf	Gulf
Mexico	Mexico
km	km
km	kilometer
Golf	Golf
coast	kust
rings.	ringen.
Yes,	Ja,
so	zo
event	gebeurtenis
because	omdat
because	want
good	goede
good	goed
place	plek
place	plaats
sense	gevoel
sense	voor
when	als
when	toen
hit.	geraakt.
water...	water...
water...	water
we	we
elders	ouderen
This	Dit
This	Deze
meteor	meteoor
Fifty	50
Fifty	Vijftig
ago,	geleden
ago,	geleden,
meteorite	meteoriet
size	groot
house	huis
out	uit
sky	hemel
sky	lucht
Its	De
Its	is
Its	Het
explosion	explosie
greater	grotere
greater	groter
twenty	20
twenty	twintig
tons	ton
20	20
ton	ton
this,	dit
fifty	vijftig
fifty	50
feet	voeten
feet	meter
deep	diep
deep	diepe
three	drie
mile	mijl
mile	kilometer
cross.	kruis.
Room	Kamer
Room	kamer
enough	genoeg
football	football
fields	velden
more	meer
more	nog
meter	meter
isn't	niet
isn't	is
But	Maar
need	heb
need	nodig
need	nodig.
lot	veel
bigger.	groter
bigger.	groter.
canyon.	canyon.
canyon.	ravijn.
south	zuiden
Grand	Grand
Canyon.	Canyon.
other	andere
side	aan
side	kant
16	16
even	zelfs
even	eens
not	niet
enough.	genoeg.
enough.	genoeg
25	25
8	8
8	acht
large.	groot.
125	125
tables	tafels
Las	Las
Vegas	Vegas
200	200
went	naar
went	ging
well	goed
Vegas.	Vegas.
Vegas.	Vegas
It's	is
It's	Het
long	lang
quarter	kwart
heel	hak
according	volgens
upon	op
2	twee
2	2
32	32
scientists	wetenschappers
know	weet
evidence	bewijs
evidence	bewijzen
come	kom
sources	bronnen
studies	studies
revealed	aan
enormous	enorm
enormous	enorme
shape	vorm
Thousands	Duizenden
course	Natuurlijk
course	natuurlijk
rocks	rotsen
rocks	stenen
traces	sporen
been	al
by	door
computer	computer
calculated	berekend
would	zou
discovery	ontdekking
without	zonder
His	Zijn
His	Z'n
center	het
center	centrum
center	midden
now	nu
going	ga
going	gaat
With	Met
offering	bied
their	hun
own	eigen
theories	theorieën
One	Eén
One	Een
theory	theorie
intense	intense
volcanic	vulkanisch
volcanic	vulkanische
poisoned	vergiftigde
poisoned	vergiftigd
atmosphere	atmosfeer
atmosphere	sfeer
killed	vermoord.
before	voor
before	voordat
ever	ooit
ever	nooit
stood	stond
challenge.	uitdaging.
challenge.	uitdaging
almost	bijna
years.	al
years.	jaar.
years.	jaar
about.	over
about.	waar
Yeah	Ja,
still	nog
still	steeds
got,	heb
oh,	oh,
stronger	sterker
na	na
Because	Omdat
Because	Want
many	veel
many	Hoeveel
Form	Vorm
support	steun
That	Die
That	Dat
responsible	verantwoordelijk
Hun	Hun
Today,	Vandaag
centuries,	eeuwen
no	niet
no	geen
creature	schepsel
creature	wezen
fossils	fossielen
since	sinds
men	mannen
jaw	kaak
here,	hier
here,	hier,
there.	daar
there.	er
there.	daar.
al	al.
clue	aanwijzing
who	die
who	wie
bones	botten
belong	van
series	serie
series	reeks
small	kleine
small	klein
fossil	fossiel
in.	binnen.
first	eerste
attention	op
attention	aandacht
scientific	wetenschappelijk
scientific	wetenschappelijke
gave	gaf
name	heet
name	naam
Whose	Van
Whose	Wiens
Whose	wie
shaped	vorm
teeth	tanden
were	was
were	waren
England	Engeland
Around	Rond
same	hetzelfde
same	dezelfde
time,	tijd
time,	keer
By	Door
professor	professor
after	na
its	zijn
its	z'n
its	de
London	Londen
little	beetje
little	wat
little	kleine
prove	bewijzen
prove	bewijzen.
these	die
these	deze
heavily	zwaar
imagination	verbeelding
imagination	fantasie
anonymous	anoniem
anonymous	anonieme
giant	reus
creatures	wezens
Often	vaak
they	ze
version	versie
version	van
living	levende
lizard	hagedis
each	elkaar
new	nieuwe
discovered	ontdekt
discovered	ontdekte
understanding.	begrip.
nine	negen
completely	helemaal
completely	volledig
discovered.	ontdekt
discovered.	ontdekt.
British	Britse
British	Britten
Richard	Richard
Owen	Owen
identification	identificatie
meaning	betekenis
terrible	vreselijk
terrible	vreselijke
To	te
To	Om
revolutionary	revolutionaire
revolutionary	revolutionair
ze	het
ze	de
It	Het
helped	geholpen.
helped	hielp
give	geef
give	geven.
birth	de
birth	geboorte
obvious	duidelijk
debate	debat
discipline	discipline
years,	jaar
years,	jaar,
showed	zien.
showed	liet
access	tot
access	toegang
rooms	kamers
later,	later
later,	later,
150	150
Na	Na
Na	na
See,	je,
See,	Zie
hadn't	niet
hadn't	had
out.	uit.
You	Je
You	je
wouldn't	niet
wouldn't	zou
here.	hier
here.	hier.
later	later
Where	Waar
did	heb
Our	Onze
next	volgende
great	grote
offered	bood
possibility	mogelijkheid
kitchen	keuken
creation.	schepping.
Think	Denk
volcano	vulkaan
image	beeld
comes	komt
mountain	berg
steam	stoom
yellow	gele
yellow	geel
stone	stenen
stone	steen
bit	wat
bit	beetje
different.	anders
different.	anders.
standing	staan
standing	staat
it.	het
acres	hectare
sit	zitten
sit	zitten.
top	top
top	de
underground	ondergrondse
super	super
forty	40
forty	veertig
wild	wild
wild	wilde
64	64
below	onder
below	beneden
down	naar
there	daar
there	er
molten	gesmolten
source	bron
heat,	hitte,
faithful	trouw
faithful	trouwe
Old	oude
Old	Oude
hot	warm
hot	heet
hot	hete
spring	lente
primitive	primitieve
primitive	primitief
planet.	planeet.
planet.	planeet
organism	organisme
led	leidde
condition	toestand
Could	Kan
where	waar
started.	begonnen.
might	kunnen
might	misschien
might	zou
student	student
Stanley	Stanley
Miller	Miller
experiments	experimenten
his	z'n
his	zijn
lab	lab
conditions	omstandigheden
probably	waarschijnlijk
probably	vast
Water	Water
oxygen	zuurstof
Water,	Water,
hydrogen	waterstof
started	begon
water,	water
water,	water,
added	aan
water	water
toe.	teen.
effect	effect
sun,	zon
sun,	zon,
mixture	mengsel
lightning	bliksem
electricity	elektriciteit
He	Hij
waited	op
waited	gewacht.
several	een
several	paar
days	dagen
liquid	vloeistof
liquid	vloeibare
organic	organisch
organic	organische
central	centrale
building	gebouw
Which	Welke
play	spelen
play	spelen.
role	rol
spark	vonk
starts	begint
discover	ontdekken
While	Terwijl
didn't	niet
lab,	lab
happen	er
anywhere.	overal
anywhere.	nergens
However	Maar
there's	is
there's	er
shortage	aan
shortage	tekort
aboard	aan
aboard	boord
comet	komeet
space,	ruimte
perhaps	Misschien
perhaps	misschien
lies	leugens
lies	ligt
ocean.	oceaan.
submarine	onderzeeër
submarine	duikboot
descended	af
mission	missie
investigate	onderzoeken.
investigate	onderzoeken
activity	activiteit
Marine	marinier
Robert	Robert
Ballard	Ballard
board	boord
board	aan
change	veranderen.
temperature.	temperatuur
temperature.	temperatuur.
expecting	verwacht
found.	gevonden
found.	gevonden.
find	vinden.
camera	camera
inside	binnen
inside	in
vehicle	voertuig
pictures	foto's
surface	oppervlakte
film	film
knew	wist
knew	dat
spot	plek
temperature	temperatuur
Probably	Waarschijnlijk
biggest	grootste
biological	biologische
biological	biologisch
day	dag
team	team
see	zie
see	zien
see	zien.
it,	het
mass	massa
mass	de
stories	verhalen
high.	hoog.
community	gemeenschap
never	nooit
seen	gezien.
seen	gezien
before.	eerder
before.	nog
exotic	exotische
garden	tuin
eyes	ogen
What	Wat
totally	helemaal
totally	totaal
blind	blind
blind	blinde
away	weg
tube	buis
among	onder
among	tussen
eight,	acht,
nine,	negen,
tall	lange
tall	groot
à	à
3	drie
3	3
you	u
you	je
them,	ze
blood	bloed
I	ik
I	Ik
mean	bedoel
red	rood
red	rode
how,	hoe,
oasis	oase
relationship	relatie
normal	normaal
normal	normale
toxic	giftig
toxic	giftige
yet	nog
yet	toch
took	nam
opened	opende
and,	en,
and,	en
open	open
open	open.
up,	op,
's	't
's	is
full	volle
full	vol
horrible	vreselijke
raw	rauw
raw	rauwe
eggs	eieren
look,	kijk,
looked	keek
beef.	rundvlees.
Was	Was
red,	rood,
red,	rood
someone	iemand
body	lichaam
bacteria	bacteriën
tiny	klein
tiny	kleine
figured	dacht
figured	dat
duplicate	kopie
dark	donker
dark	donkere
Through	Door
der	der
another	andere
another	nog
another	een
system	systeem
system	het
go	ga
go	gaan
go	naar
book	boek
There	Er
There	Daar
itself.	zelf.
I'll	zal
I'll	Ik
I'll	ik
think	denk
think	dat
largest	grootste
things	dingen
rocks,	rotsen
everywhere,	overal
massa	meester
people	mensen
land	land
bought	gekocht.
bought	heb
bought	kocht
creation	schepping
creation	creatie
got	heb
number	nummer
somebody	iemand
There's	is
There's	Er
Tel	Tel
plus	plus
plus	en
insects	insecten
rule	regel
rule	over
Wrong,	Fout,
it's	is
it's	het
we...	we
we...	we...
Imagine	Stel
Imagine	je
baseball	honkbal
seem	lijkt
beneath	onder
goes	gaat
Atlantic.	Atlantische
Into	In
Indian	indiaan
ocean,	oceaan,
Pacific	Stille
Pacific	Pacific
Ocean	Ocean
As	Als
As	Zoals
via	via
literally	letterlijk
thousands	duizenden
Chambers	Chambers
rug	kleed
Is	Is
thinking	aan
biology	biologie
books	boeken
away.	weg.
grown	volwassen
learned	geleerd
learned	geleerd.
everything	wat
everything	alles
Yes	Ja,
Yes	Ja
soup	soep
acid	zuur
land.	land.
land.	land
land.	landen.
now,	nu,
now,	nu
may	mag
may	misschien
may	kan
Je	Je
also	ook
given	gegeven.
us	ons
searching	zoek
searching	naar
solar	zonnestelsel
solar	zonnestelsel.
system.	het
system.	systeem.
system.	systeem
looking	zoek
looking	naar
moon	maan
Jupiter	Jupiter
Europe	Europa
underwater	water
underwater	onder
volcanoes	vulkanen
should	zou
should	moet
should	moeten
question	vraag
smart	slimme
smart	slim
Did	Heb
is:	is:
Perhaps	Misschien
Their	Hun
necessary	nodig
once	keer
once	eens
happened,	er
happened,	gebeurd,
happened,	is
stopping	stoppen
doing	doet
doing	doe
field	veld
field	het
work	werk
Columbia	Columbia
wife	vrouw
riding	op
riding	rijden
trail	spoor
mules	muilezels
mules	ezels
lost	kwijt.
lost	verloren
shoe.	schoen.
shoe.	schoen
ordinary	gewone
sunlight	zonlicht
silver	zilveren
silver	zilver
closely	nauw
closely	goed
needs	heeft
needs	nodig.
needs	nodig
They	Ze
Douglas	Douglas
Erwin	Erwin
national	nationale
national	nationaal
museum	museum
natural	natuurlijke
history.	geschiedenis.
history.	geschiedenis
Museum	Museum
Museum	museum
Museum	het
bones.	botten.
bones.	botten
can't	kan
can't	niet
stomach	maag
whatever	wat
whatever	ook
pieces	stukken
pieces	stukjes
secret	geheime
secret	geheim
room.	kamer.
room.	kamer
action	actie
general	generaal
keep	houden.
important	belangrijk
important	belangrijke
That's	is
That's	Dat
want	wil
show	zien.
show	laten
cart	kar
cart	wagen
part	deel
originally	oorspronkelijk
this.	dit
Somebody	iemand
Somebody	Iemand
hammer.	hamer.
hammer.	hamer
middle	midden
worm	worm
land,	land,
land,	land
idea,	idee
idea,	idee,
idea,	idee.
can	kan
can	kunnen
legs,	benen,
legs,	benen
antenna	antenne
if	Als
if	als
beats	dan
end	eind
end	einde
legs	benen
vivid	levendige
curious	nieuwsgierig
bigger	groter
bigger	grotere
90	90
180	180
cousin	neef
cousin	nicht
mouth	mond
actually	echt
actually	eigenlijk
open...	open
Yeah,	Ja,
Ja,	Ja,
my	m'n
my	mijn
such	zo
such	zo'n
weird	rare
animal	dier
is.	is.
is.	is
net	net
Chinese	Chinezen
Chinese	Chinees
Chinese	Chinese
mean,	bedoel,
mean,	bedoel
sort	soort
menu	menu
column	column
column	colonne
A,	A,
B,	B,
B	B
today	vandaag
Five	Vijf
eyes,	ogen,
eyes,	ogen
claws	klauwen
sudden	plotselinge
violent	gewelddadige
violent	gewelddadig
active	actief
active	actieve
fast	snel
down,	zitten,
remained	bleef
tomb	graf
tomb	tombe
hundreds	honderden
millions	miljoenen
Nothing	Niets
help	helpen
help	helpen.
complicated	ingewikkeld
Only	Alleen
whole	hele
arrange	regelen.
far,	Tot
far,	nu
170	170
types	soorten
billions	miljarden
dominant	dominante
scientist,	wetenschapper
scientist,	wetenschapper,
window	raam
window	het
very	erg
very	heel
rapidly	snel
plates	borden
plates	platen
ways	manieren
making	maakt
Better	maar
Better	Beter
Better	beter
better	beter
better	maar
Well,	Nou,
fascinating	fascinerend
fascinating	fascinerende
until	tot
birds	vogels
recent	recente
they're	ze
they're	zijn
soft	zacht
soft	zachte
year	jaar
kids	kinderen
don't	niet
don't	niet.
Rex,	Rex,
Even	Zelfs
Steven	Steven
Lucas	Lucas
why	Waarom
why	waarom
why	Daarom
exist	bestaan
Not	Niet
physical	fysieke
wasn't	was
wasn't	niet
explore	verkennen.
explore	verkennen
find.	vinden.
idea.	idee.
18th	18e
century,	eeuw
century,	eeuw,
coming	komt
coming	komen
idea	idee
Begin	Begin
disappear	verdwijnen.
disappear	verdwijnen
slight	kleine
slight	lichte
show.	show.
show.	show
main	de
newly	nieuwe
plants	planten
animals	dieren
Now,	Nu,
then,	dan
then,	dan,
type	type
thing,	ding,
Latin	Latijn
Latin	Latijnse
word	woord
Carl	Carl
straight	recht
every	elke
thought	dacht
thought	dat
genius	genie
achievement	prestatie
science.	wetenschap.
science.	wetenschap
use	gebruiken.
use	gebruiken
tradition	traditie
Including	Inclusief
Including	Ook
example	voorbeeld
Now	nu
Now	Nu
based	op
based	gebaseerd
sex	seks
organs	organen
guy	vent
guy	man
guy	die
offensive	aanval
offensive	offensief
Johann	Johann
he's	is
he's	Hij
he's	hij
plant	plant
information	informatie
DNA	DNA
analysis	analyse
data	gegevens
understanding	begrip
relationships	relaties
modern	moderne
systems	systemen
systems	Alle
in...	in...
basis	basis
des	des
tree	boom
concept	concept
will	zal
consider	als
worked	gewerkt.
worked	werkte
Charles	Charles
room	kamer
too	te
him.	hem.
him.	hem
Darwin	Darwin
hired	ingehuurd
map	kaart
cabin	hut
captain,	kapitein
captain,	kapitein,
whom	wie
whom	die
hut	hut
captain	kapitein
held	hield
account	rekening
believed	geloofde
changed	veranderd.
slowly	langzaam
rest	rest
followed	gevolgd
followed	volgde
followed	gevolgd.
government	regering
paid	betaald.
paid	betaald
No	Geen
father	vader
voyage.	reis.
voyage.	reis
assistant	assistent
him	hem
specimen	exemplaar
prepare	voor
crates	kratten
crates	kisten
shipment	lading
shipment	zending
had.	had.
poor	arme
deck	dek
Just	maar
ports	havens
Australia	Australië
America	Amerika
36	36
most	meest
recorded	opgenomen
observation	observatie
lives	leven
lives	woont
lives	levens
specimens	exemplaren
voyage,	reis,
while	terwijl
asked	vroeg
himself	zichzelf
himself	zich
question.	vraag
question.	vraag.
laws	wetten
golden	gouden
try	proberen
try	te
worlds	werelden
nature.	natuur.
nature.	de
understand	begrijp
studied	heb
special	speciale
special	speciaal
interests	belangen
him,	hem,
him,	hem
differences	verschillen
within	binnen
within	in
certain	zeker
certain	bepaalde
species.	soort.
example,	bijvoorbeeld
live	leven.
live	leven
hard	hard
hard	moeilijk
shells	granaten
suited	geschikt
hunting	op
difference	verschil
difference	maakt
struggle	strijd
behind	achter
simple	simpele
simple	eenvoudige
simple	simpel
powerful	machtige
made.	gemaakt.
mechanism	mechanisme
work.	werk.
work.	werk
specific	specifieke
involved	bij
involved	betrokken
related	van
related	familie
makes	maakt
evolution.	evolutie.
kind	voor
kind	soort
line	lijn
matter	er
religious	religieuze
storm	storm
protest	tegen
protest	protest
happy	gelukkig
happy	blij
write	schrijven.
write	schrijf
She	Ze
wrote	schreef
wrote	geschreven.
letter	brief
marriage,	huwelijk,
marriage,	huwelijk
saying,	zei,
toe	teen
hope	dat
hope	hoop
your	je
your	uw
lead	naar
lead	leiden.
eternity	eeuwigheid
places	plaatsen
over.	voorbij.
she	ze
seriously	ernstig
seriously	serieus
concerned	om
concerned	zorgen
Plus	En
Plus	Plus
trying	probeer
trying	te
build	bouwen.
build	bouwen
book,	boek,
book,	boek
considered	als
written.	geschreven.
People	mensen
People	Mensen
talking	het
any	geen
absolute	absolute
truth	waarheid
being	te
u	je
best	beste
data,	gegevens
way,	kant
theory.	theorie
theory.	theorie.
eternal	eeuwige
truth.	waarheid
truth.	waarheid.
say	dat
say	zeggen
throw	gooi
anything	niets
anything	iets
better.	beter.
better.	beter
entire	hele
molecular	moleculaire
which	die
everywhere	overal
look	er
today,	vandaag,
today,	vandaag
everything.	alles.
everything.	alles
Humans	Mensen
ancestors	voorouders
Africa	Afrika
traditional	traditionele
Donald	Donald
partial	van
remains	nog
remains	blijft
family	familie
includes	ook
1	1
her	haar
Lucy.	Lucy.
After	Na
song	lied
song	liedje
Lucy	Lucy
diamonds.	diamanten
diamonds.	diamanten.
Despite	Ondanks
remarkable	opmerkelijke
remarkable	bijzondere
secrets	geheimen
share	deel
share	delen
share	delen.
complete	complete
skeleton	skelet
last	laatste
old.	oud.
old.	oud
Lucy's	Lucy
speak	spreken.
deal	deal
40	40
reasons.	redenen.
First	Eerst
First	eerste
First	Eerste
percent	procent
complete.	voltooid.
complete.	compleet.
guys	jullie
terms	voorwaarden
individual	individuele
individual	individu
Something	iets
Something	Er
Something	Iets
believe	geloof
Have	Heb
Lucy,	Lucy,
side.	kant.
side.	aan
body,	lichaam
body,	lichaam,
short	korte
short	kort
gorilla	gorilla
narrow	smalle
tall.	lang.
blade	mes
ours	onze
ours	van
ours	ons
plan	plan
allows	laat
weight	gewicht
onto	op
limbs	ledematen
lonely,	eenzaam,
lonely,	eenzaam
that,	Dat
that,	dat
landscape	landschap
me	me
Exactly,	Precies,
Exactly,	Precies.
us.	ons.
us.	ons
whether	of
link	verband
apes	apen
humans	mensen
doctor	dokter
myth	mythe
humans,	mensen
Absolutely	Absoluut
especially	Vooral
especially	vooral
bush	struik
dead	dood
dead	dode
whose	wiens
whose	wie
Mary	Mary
Those	Die
Those	Dat
oldest	oudste
More	Meer
More	Nog
More	meer
think,	denk
records	gegevens
records	platen
behavior	gedrag
let	laat
let	Laat
let	laten
weren't	was
weren't	niet
themselves.	zichzelf
ash	as
rain	regen
wet	natte
wet	nat
cement	cement
cement.	cement.
soon	snel
soon	zodra
covered	onder
covered	bedekt
tracks	sporen
Birds	Vogels
rabbit	konijn
Eventually	Uiteindelijk
protective	beschermende
prints	afdrukken
hidden	verborgen
Until	Tot
Michelle	Michelle
skull	schedel
Michel	Michel
ape	aap
far	ver
7	7
7	zeven
twice	twee
twice	keer
questions	vragen
what's	Wat
what's	er
what's	wat
significance	betekenis
couple	paar
things.	dingen
things.	dingen.
telling	zeg
lots	veel
branches	takken
supposed	moet
tree.	boom.
tree.	boom
step	stap
wave	golf
huge	grote
huge	enorme
flag	vlag
already	al
means	dat
means	betekent
lack	gebrek
lack	aan
ability	te
ability	vermogen
remain	blijven.
remain	blijven
group	groep
nothing	niets
operate	opereren.
me.	mij
me.	me
me.	me.
unable	niet
I'm	ben
I'm	ik
I'm	Ik
Oh	Oh
fact	dat
fact	feit
happens	er
happens	gebeurt
environment	omgeving
now.	nu
now.	nu.
past	verleden
We've	We
We've	hebben
luck	geluk
survival	overleven
life,	leven,
life,	leven
able	kunnen
able	kan
alive	leven
alive	levend
Look	Kijk
you.	je
you.	je.
Everything	Alles
moves,	beweegt,
born.	geboren.
born.	geboren
moon,	maan
moon,	maan,
planets	planeten
stars	sterren
watch.	horloge.
But,	Maar
But,	Maar,
Sun	Sun
planets.	planeten.
planets.	planeten
Earth	de
Earth	aarde
feel	me
feel	voel
that?	dat
that?	dat?
van?	busje?
telescope	telescoop
moons	manen
saw	gezien.
saw	zag
planet	planeet
hours	uur
days.	dagen.
days.	dagen
Jupiter,	Jupiter,
Later	Later
Dominique	Dominique
seemed	leek
orbit	baan
something.	iets.
something.	iets
true?	waar?
movements	bewegingen
Isaac	Isaac
Newton	Newton
them.	ze
From	Van
From	Vanaf
apple	appel
laws.	wetten.
laws.	wetten
us?	ons?
us?	ons
see?	Zie
band	band
light,	licht
light,	licht,
Milky	Melkweg
Egyptians	Egyptenaren
star	ster
dust,	stof
snow	sneeuw
Christians	christenen
road	weg
Way	Goed
stars.	sterren.
stars.	sterren
together?	samen
We,	Wij,
We,	Wij
stars,	sterren
stars,	sterren,
19th	19de
19th	19e
century	eeuw
close	bij
close	dicht
collection	verzameling
collection	collectie
introduction	introductie
visual	visuele
visual	visueel
techniques	technieken
northern	het
northern	noordelijke
sky.	hemel.
sky.	lucht.
Looking	zoek
star,	ster
star,	ster,
positions	posities
German	Duitse
southern	van
southern	zuidelijke
said:	zei
said:	zei:
using	gebruikt
photographic	fotografisch
David	David
director	regisseur
director	directeur
Cape	Cape
Cape	Kaap
Good	Goede
Good	Goed
Hope.	Hope.
am	Ik
am	ben
am	ik
sitting	zit
sitting	zat
photos	foto's
constantly	steeds
constantly	constant
stays	blijft
is,	is,
is,	is
plate	bord
plane	vliegtuig
telescope.	telescoop.
below.	beneden.
parallel	parallel
parallel	parallelle
eye	in
eye	oog
instrument	instrument
follows	volgt
minutes	minuten
longer.	langer
done,	gedaan,
exposed	aan
exposed	blootgesteld
Dan	Dan
procedure	procedure
continued	ging
door,	deur
door,	deur,
project	project
photograph	foto
Gill	Gill
immediately	meteen
immediately	onmiddellijk
ga	ga
expected	had
unknown	onbekende
unknown	onbekend
reasons	redenen
reasons	om
happen.	gebeuren.
Men	mannen
Men	Mannen
thought:	dacht:
thought:	dacht
useful	nuttig
done	gedaan.
done	gedaan
task	taak
Both	Beide
contact	contact
contact	met
quickly	snel
ask	vraag
ask	vragen
ask	vragen.
realised	besefte
realised	dat
copy	kopie
Institute	het
Institute	Instituut
time.	tijd
time.	tijd.
surely	zeker
surely	toch
early	vroeg
sky,	lucht
At	Op
beginning	begin
20th	20e
20th	20ste
area.	gebied.
noticed	zag
Space,	ruimte,
Space,	grens.
Space,	De
Space,	ruimte.
Within	Binnen
Thanks	Bedankt
plans	plannen
further	meer
further	verder
abroad.	in
abroad.	het
abroad.	buitenland.
extra	extra
fits	past
together.	samen
together.	samen.
model	model
distances	afstanden
call	bel
model.	model
model.	model.
model,	model,
centre	centrum
centre	het
towards	richting
towards	naar
apart.	uit
edge	aan
edge	rand
30,000	30.000
light	licht
travel	reizen.
travel	reizen
distance.	afstand
distance.	afstand.
direction	richting
order	te
order	bevel
7,000	7000
easy	makkelijk
understand.	begrijp
felt	me
felt	voelde
say:	zeggen:
'This	Dit
structure	structuur
near	bij
near	in
New	New
20.	20
20.	20.
clear	duidelijk
way	manier
borders	grenzen
vision	visie
vision	visioen
Jan	Jan
Sun's	zon
neighbourhood.	buurt.
neighbourhood.	buurt
impression	indruk
dust	stof
view	uitzicht
distant	ver
distant	verre
parts	delen
parts	onderdelen
solution.	oplossing
solution.	oplossing.
mathematics	wiskunde
course.	Natuurlijk.
course.	natuurlijk.
students	leerlingen
students	studenten
sign	teken
loyalty	loyaliteit
loyalty	trouw
loyalty	aan
Germany.	Duitsland
Germany.	Duitsland.
Most	De
Most	meeste
either	of
hide.	verbergen.
easily	makkelijk
farm?	boerderij
farm?	boerderij?
farmers.	boeren.
farmers.	boeren
lucky	geluk
together	elkaar
together	samen
fellow	kerel
fellow	man
fellow	die
Hans	Hans
May	ik
May	Mag
room,	kamer
room,	kamer,
locked,	op
curtains	gordijnen
closed,	gesloten,
sat	zat
long.	lang
long.	lang.
6	6
6	zes
